City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
0,Jamestown,US,42.097,-79.2353,38.84,72,40,8.05,scattered clouds
1,Cayenne,GF,4.9333,-52.3333,75.24,88,0,0.0,clear sky
2,Bakchar,RU,57.0186,82.0711,32.86,91,100,11.27,overcast clouds
3,Airai,TL,-8.9266,125.4092,71.74,73,82,1.5,broken clouds
4,Killarney,IE,52.05,-9.5167,45.28,90,86,11.99,overcast clouds
5,Makakilo City,US,21.3469,-158.0858,77.32,81,0,5.75,clear sky
6,Ribeira Grande,PT,38.5167,-28.7,54.77,88,99,4.0,overcast clouds
7,Hobart,AU,-42.8794,147.3294,66.06,51,20,11.5,few clouds
8,Hilo,US,19.7297,-155.09,76.28,91,40,5.75,scattered clouds
9,Andenes,NO,69.3143,16.1194,24.78,86,20,25.32,few clouds
10,Cape Town,ZA,-33.9258,18.4232,64.81,90,100,14.97,moderate rain
11,Raigarh,IN,21.9,83.4,92.03,27,4,4.23,clear sky
12,East London,ZA,-33.0153,27.9116,71.6,79,2,12.71,clear sky
13,Uzhur,RU,55.3036,89.8339,35.92,59,100,11.74,overcast clouds
14,Severo-Kurilsk,RU,50.6789,156.125,24.58,71,97,34.81,light snow
15,Vaini,TO,-21.2,-175.2,79.83,80,95,17.05,overcast clouds
16,Gdov,RU,58.7406,27.8122,39.79,80,85,18.03,overcast clouds
17,Hambantota,LK,6.1241,81.1185,86.34,79,75,3.44,broken clouds
18,Sur,OM,22.5667,59.5289,75.24,61,0,6.06,clear sky
19,Ushuaia,AR,-54.8,-68.3,40.66,70,40,6.91,scattered clouds
20,Kapaa,US,22.0752,-159.319,75.52,86,40,6.91,light rain
21,Sorland,NO,67.667,12.6934,26.46,47,100,15.14,overcast clouds
22,Bredasdorp,ZA,-34.5322,20.0403,62.02,76,58,4.25,broken clouds
23,Bluff,NZ,-46.6,168.3333,57.79,67,99,18.9,overcast clouds
24,Kourou,GF,5.1552,-52.6478,75.25,84,100,6.8,overcast clouds
25,Atuona,PF,-9.8,-139.0333,80.82,72,1,13.18,clear sky
26,Saint-Philippe,RE,-21.3585,55.7679,81.99,77,100,4.5,overcast clouds
27,Portland,US,45.5234,-122.6762,39.78,92,75,4.61,broken clouds
28,Rikitea,PF,-23.1203,-134.9692,78.37,72,100,8.25,light rain
29,Sheridan,US,44.8333,-106.9173,35.98,84,100,12.66,overcast clouds
30,Vradiyivka,UA,47.862,30.5919,49.06,76,100,12.06,overcast clouds
31,Kavieng,PG,-2.5744,150.7967,83.53,69,100,5.41,light rain
32,Riyadh,SA,24.6877,46.7219,69.94,28,1,15.77,clear sky
33,Torbay,CA,47.6666,-52.7314,30.27,95,100,31.0,heavy snow
34,Langsa,ID,4.4683,97.9683,91.54,51,85,5.3,overcast clouds
35,Albany,US,42.6001,-73.9662,35.4,74,36,1.99,scattered clouds
36,New Norfolk,AU,-42.7826,147.0587,65.71,44,91,4.0,overcast clouds
37,Tsumeb,NA,-19.2333,17.7167,66.18,79,94,7.47,overcast clouds
38,Leningradskiy,RU,69.3833,178.4167,-8.9,90,6,5.01,clear sky
39,Saint George,US,37.1041,-113.5841,45.43,41,20,5.99,few clouds
40,Ambon,ID,-3.6954,128.1814,89.74,70,40,9.22,scattered clouds
41,Coquimbo,CL,-29.9533,-71.3436,60.53,94,0,0.0,clear sky
42,Dikson,RU,73.5069,80.5464,5.97,94,99,12.19,overcast clouds
43,Qaanaaq,GL,77.484,-69.3632,-9.89,64,7,7.09,clear sky
44,Hermanus,ZA,-34.4187,19.2345,63.5,73,23,7.94,few clouds
45,Raymond,US,43.9015,-70.4703,33.75,75,79,3.04,broken clouds
46,Marzuq,YE,14.4,46.4667,73.71,64,82,6.24,broken clouds
47,Butaritari,KI,3.0707,172.7902,81.23,80,76,14.0,light rain
48,Busselton,AU,-33.65,115.3333,74.23,59,61,14.2,broken clouds
49,Tasiilaq,GL,65.6145,-37.6368,8.76,62,54,6.35,broken clouds
50,Henties Bay,NA,-22.116,14.2845,61.27,81,0,7.36,clear sky
51,Saint-Pierre,RE,-21.3393,55.4781,82.08,69,0,9.22,clear sky
52,Flinders,AU,-34.5833,150.8552,72.05,83,100,4.0,light rain
53,Trinidad,BO,-14.8333,-64.9,70.38,97,94,2.71,overcast clouds
54,Boa Vista,BR,2.8197,-60.6733,80.58,65,0,9.22,clear sky
55,Sao Filipe,CV,14.8961,-24.4956,70.83,72,37,9.17,scattered clouds
56,Teguldet,RU,57.3064,88.1667,30.07,95,100,11.3,light snow
57,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,90,100,5.64,overcast clouds
58,Turukhansk,RU,65.8167,87.9833,20.91,66,90,9.22,overcast clouds
59,Hualmay,PE,-11.0964,-77.6139,75.04,77,87,7.31,overcast clouds
60,Mhlume,SZ,-26.0333,31.85,68.36,93,76,1.01,broken clouds
61,Hithadhoo,MV,-0.6,73.0833,81.73,75,100,6.73,overcast clouds
62,Port Alfred,ZA,-33.5906,26.891,71.98,79,41,7.52,light rain
63,Preobrazheniye,RU,42.9019,133.9064,40.23,48,2,10.69,clear sky
64,Avarua,CK,-21.2078,-159.775,81.37,77,79,8.37,light rain
65,Surenavan,AM,39.75,44.8,57.29,55,100,1.12,overcast clouds
66,Kondopoga,RU,62.2057,34.2614,34.7,99,100,7.23,snow
67,Cap-Aux-Meules,CA,47.3821,-61.8597,30.22,86,97,20.71,overcast clouds
68,Tezu,IN,27.9167,96.1667,81.05,39,12,4.36,few clouds
69,Nehe,CN,48.4833,124.8333,36.27,23,82,2.93,broken clouds
70,Cherskiy,RU,68.75,161.3,-7.06,93,30,7.2,scattered clouds
71,Gornozavodsk,RU,58.3758,58.3211,36.34,96,100,11.27,light rain
72,Chuy,UY,-33.6971,-53.4616,68.85,93,100,7.05,light rain
73,Klaksvik,FO,62.2266,-6.589,34.72,61,100,26.55,overcast clouds
74,Georgetown,MY,5.4112,100.3354,89.53,74,40,10.36,scattered clouds
75,Ranong,TH,9.9658,98.6348,91.29,52,87,7.56,overcast clouds
76,Punta Arenas,CL,-53.15,-70.9167,42.91,70,75,13.8,broken clouds
77,Tiksi,RU,71.6872,128.8694,19.98,89,100,17.31,overcast clouds
78,Tucuman,AR,-26.8241,-65.2226,71.6,100,100,3.44,overcast clouds
79,Alexandria,EG,31.2156,29.9553,62.78,82,97,16.22,overcast clouds
80,Tabuk,PH,17.4189,121.4443,90.18,53,3,9.4,clear sky
81,Jalu,LY,29.0331,21.5482,54.73,74,0,11.79,clear sky
82,Waipawa,NZ,-41.4122,175.5153,61.61,74,88,13.89,overcast clouds
83,Krasnoselkup,RU,65.7,82.4667,19.63,95,100,18.32,snow
84,Longyearbyen,SJ,78.2186,15.6401,3.04,60,20,9.22,few clouds
85,Pakxan,LA,18.3778,103.6601,97.93,17,0,6.26,clear sky
86,Chachapoyas,PE,-6.2317,-77.869,54.18,98,100,2.26,overcast clouds
87,Viedma,AR,-40.8135,-62.9967,67.93,73,66,11.77,broken clouds
88,Puerto Ayora,EC,-0.7393,-90.3518,76.55,98,81,4.0,broken clouds
89,Husavik,IS,66.0449,-17.3389,18.07,92,97,5.5,overcast clouds
90,Asyut,EG,27.181,31.1837,63.52,43,8,13.33,clear sky
91,Nikolskoye,RU,59.7035,30.7861,42.69,76,100,10.94,overcast clouds
92,Mana,GF,5.6592,-53.7767,76.12,85,96,8.79,overcast clouds
93,Rocha,UY,-34.4833,-54.3333,66.54,96,100,4.92,light rain
94,Krasnyy Chikoy,RU,50.3643,108.7512,28.87,64,13,3.0,few clouds
95,Puerto Carreno,CO,6.189,-67.4859,86.07,44,100,4.38,overcast clouds
96,Caravelas,BR,-17.7125,-39.2481,76.15,84,2,4.21,clear sky
97,Mataura,NZ,-46.1927,168.8643,57.47,82,100,5.03,overcast clouds
98,Odienne,CI,9.51,-7.5692,75.33,75,76,1.95,broken clouds
99,Wanning,CN,18.8003,110.3967,83.26,60,56,13.65,broken clouds
100,Filadelfia,US,39.9523,-75.1638,48.31,79,100,3.44,overcast clouds
101,Lagoa,PT,39.05,-27.9833,55.81,73,100,14.36,light rain
102,Souillac,MU,-20.5167,57.5167,82.78,74,75,8.05,broken clouds
103,Itaporanga,BR,-7.3044,-38.1503,74.86,68,78,0.85,light rain
104,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,21.79,42,20,26.84,few clouds
105,Khatanga,RU,71.9667,102.5,6.85,90,100,16.26,overcast clouds
106,Port Elizabeth,ZA,-33.918,25.5701,66.31,91,72,8.99,broken clouds
107,Tanout,NE,14.9709,8.8879,70.7,24,81,15.75,broken clouds
108,Nekhayevskiy,RU,50.4106,41.7561,51.04,76,100,7.58,overcast clouds
109,Tual,ID,-5.6667,132.75,84.43,71,59,7.7,broken clouds
110,Barrow,US,71.2906,-156.7887,-0.38,71,0,21.85,haze
111,Cidreira,BR,-30.1811,-50.2056,73.67,82,65,12.84,broken clouds
112,Yellowknife,CA,62.456,-114.3525,1.56,70,93,3.0,overcast clouds
113,College,US,64.8569,-147.8028,12.15,52,40,4.61,scattered clouds
114,Luganville,VU,-15.5333,167.1667,81.82,78,83,2.35,light rain
115,Berlevag,NO,70.8578,29.0864,23.0,93,100,4.61,snow
116,Blois,FR,47.5833,1.3333,48.58,86,92,18.3,overcast clouds
117,Uromi,NG,6.7,6.3333,69.35,95,98,2.44,overcast clouds
118,Vestmanna,FO,62.1564,-7.1664,32.92,75,75,3.44,broken clouds
119,Vanimo,PG,-2.6741,141.3028,83.32,68,100,2.62,overcast clouds
120,Nome,US,64.5011,-165.4064,3.27,78,100,4.61,overcast clouds
121,Coihaique,CL,-45.5752,-72.0662,44.55,53,0,3.44,clear sky
122,Saint Anthony,US,45.0205,-93.218,35.71,56,0,4.61,clear sky
123,High Prairie,CA,55.4334,-116.4858,23.61,93,98,2.17,overcast clouds
124,Bon Air,US,37.5249,-77.5578,53.33,82,100,7.0,overcast clouds
125,Laguna,US,38.421,-121.4238,52.09,50,0,10.36,clear sky
126,Taltal,CL,-25.4,-70.4833,67.89,82,32,2.04,scattered clouds
127,Lodja,CD,-3.4833,23.4333,68.18,98,99,2.1,overcast clouds
128,Port Hardy,CA,50.6996,-127.4199,39.96,78,100,15.43,overcast clouds
129,Katsuura,JP,35.1333,140.3,53.62,89,100,22.91,light rain
130,Labuan,MY,5.2767,115.2417,81.66,76,100,6.6,overcast clouds
131,Bambous Virieux,MU,-20.3428,57.7575,82.65,74,75,8.05,broken clouds
132,Adrar,MR,20.5022,-10.0711,73.33,24,20,7.78,few clouds
133,Ilulissat,GL,69.2167,-51.1,10.42,67,100,13.8,overcast clouds
134,Arraial Do Cabo,BR,-22.9661,-42.0278,75.61,88,0,11.61,clear sky
135,Faya,SA,18.3851,42.4509,59.52,42,17,5.1,few clouds
136,Nantucket,US,41.2835,-70.0995,39.15,79,0,0.0,clear sky
137,Anamur,TR,36.0751,32.8369,62.64,64,94,4.97,overcast clouds
138,Luanda,AO,-8.8368,13.2343,77.0,83,75,4.61,broken clouds
139,Irbit,RU,57.6705,63.071,41.67,86,9,10.92,clear sky
140,Voh,NC,-20.9667,164.7,83.07,64,98,7.11,overcast clouds
141,Vila Velha,BR,-20.3297,-40.2925,76.95,88,0,3.44,clear sky
142,Salalah,OM,17.0151,54.0924,80.69,65,0,3.44,clear sky
143,Atasu,KZ,48.6814,71.6433,31.59,88,70,5.1,broken clouds
144,Vangaindrano,MG,-23.35,47.6,73.36,90,82,3.8,light rain
145,Tuatapere,NZ,-46.1333,167.6833,58.21,73,92,10.29,overcast clouds
146,Saurimo,AO,-9.6608,20.3916,64.17,97,100,2.39,light rain
147,Kununurra,AU,-15.7667,128.7333,96.78,44,40,11.5,scattered clouds
148,Bilma,NE,18.6853,12.9164,65.71,27,7,18.07,clear sky
149,Wollongong,AU,-34.4333,150.8833,72.0,83,100,8.37,light rain
150,Upernavik,GL,72.7868,-56.1549,-18.65,94,19,3.47,few clouds
151,Ludvika,SE,60.1496,15.1878,31.77,97,100,6.62,snow
152,Mikun,RU,62.3547,50.0771,25.77,89,100,2.86,overcast clouds
153,Grindavik,IS,63.8424,-22.4338,28.87,69,0,11.5,clear sky
154,Bennettsville,US,34.6174,-79.6848,69.98,70,0,8.05,clear sky
155,Broken Hill,AU,-31.95,141.4333,80.56,23,27,13.85,scattered clouds
156,Noumea,NC,-22.2763,166.4572,81.0,99,100,14.0,overcast clouds
157,Akureyri,IS,65.6835,-18.0878,8.26,98,93,4.52,overcast clouds
158,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,69.4,92,100,7.47,light rain
159,Nizwa,OM,22.9333,57.5333,74.82,35,0,2.75,clear sky
160,Kudahuvadhoo,MV,2.6708,72.8944,81.9,74,67,8.21,broken clouds
161,Bonavista,CA,48.6499,-53.1147,29.79,94,100,28.88,snow
162,Pizarro,CO,4.9533,-77.366,75.51,93,100,6.04,light rain
163,Ronneby,SE,56.21,15.276,41.5,93,20,5.75,few clouds
164,Gasa,PS,31.5,34.4667,66.88,85,100,20.6,overcast clouds
165,Sterling,US,39.0062,-77.4286,44.53,92,100,1.99,overcast clouds
166,Singarayakonda,IN,15.25,80.0333,88.97,55,87,13.47,overcast clouds
167,Nanortalik,GL,60.1432,-45.2371,22.14,89,99,3.65,overcast clouds
168,Ayr,GB,55.4627,-4.6339,44.58,93,40,5.75,scattered clouds
169,Mehamn,NO,71.0357,27.8492,22.95,74,100,13.8,light snow
170,Thompson,CA,55.7435,-97.8558,-4.09,100,45,4.29,scattered clouds
171,Tuktoyaktuk,CA,69.4541,-133.0374,8.62,96,84,7.63,broken clouds
172,Yulara,AU,-25.2406,130.9889,100.63,11,3,10.16,clear sky
173,Kodiak,US,57.79,-152.4072,40.51,56,75,9.22,broken clouds
174,Maiduguri,NG,11.8464,13.1603,74.1,24,99,2.35,overcast clouds
175,Camana,PE,-16.6228,-72.7111,73.36,80,61,2.77,broken clouds
176,Bereda,ES,43.2686,-7.5406,44.15,98,87,3.42,overcast clouds
177,Fuling,CN,29.7022,107.3919,54.01,91,100,2.48,overcast clouds
178,Timiryazevskoye,RU,56.49,84.8769,36.55,89,99,11.95,overcast clouds
179,Rudnichnyy,RU,59.617,52.4703,33.42,96,100,6.13,overcast clouds
180,Carnarvon,AU,-24.8667,113.6333,81.05,66,15,12.35,few clouds
181,Kaitangata,NZ,-46.2817,169.8464,55.83,80,100,5.03,overcast clouds
182,Pisco,PE,-13.7,-76.2167,73.45,78,0,5.75,clear sky
183,Utica,US,43.1009,-75.2327,31.69,82,81,3.0,broken clouds
184,Chara,RU,56.9064,118.2631,15.93,58,44,1.25,scattered clouds
185,Pochinki,RU,54.6988,44.8668,42.57,90,72,7.74,broken clouds
186,Tiznit,MA,29.5833,-9.5,64.72,29,0,0.63,clear sky
187,Bekasi,ID,-6.2349,106.9896,92.91,61,40,3.44,haze
188,Hami,CN,42.8,93.45,56.16,12,70,4.79,broken clouds
189,Pathein,MM,16.7833,94.7333,93.29,29,2,14.32,clear sky
190,Alofi,NU,-19.0595,-169.9187,80.78,80,80,7.99,moderate rain
191,Hirara,JP,24.8,125.2833,69.66,100,75,16.11,mist
192,Mahebourg,MU,-20.4081,57.7,82.69,74,75,8.05,broken clouds
193,Broome,US,42.2506,-75.833,34.38,77,0,3.44,clear sky
194,Constitucion,CL,-35.3333,-72.4167,63.46,53,0,10.11,clear sky
195,Mtwara,TZ,-10.2667,40.1833,75.13,95,100,7.58,light rain
196,Manadhoo,MV,5.7667,73.3833,82.54,72,59,8.01,broken clouds
197,Beni Suef,EG,29.0731,31.0979,61.29,70,8,6.06,clear sky
198,New Richmond,US,45.123,-92.5366,34.61,81,0,3.44,clear sky
199,Leh,IN,34.1667,77.5833,28.71,73,100,2.15,light snow
200,Sohag,EG,26.557,31.6948,64.15,37,0,10.94,clear sky
201,Gurkovo,BG,42.6667,25.8,50.5,75,18,2.1,few clouds
202,Bengkulu,ID,-3.8004,102.2655,74.79,96,100,1.5,light rain
203,Homer,US,59.6425,-151.5483,35.49,69,75,8.99,broken clouds
204,Luderitz,NA,-26.6481,15.1594,59.81,76,0,4.23,clear sky
205,Qena,EG,26.1615,32.7183,65.86,32,0,11.41,clear sky
206,Iqaluit,CA,63.7506,-68.5145,-4.31,76,100,3.0,overcast clouds
207,Pokhara,NP,28.2333,83.9833,77.09,34,8,6.6,clear sky
208,San Ramon,US,37.7799,-121.978,47.82,73,0,6.91,clear sky
209,Lebu,CL,-37.6167,-73.65,55.27,89,0,15.68,clear sky
210,Aklavik,CA,68.2191,-135.0107,9.3,92,35,3.22,scattered clouds
211,Jorhat,IN,26.75,94.2167,79.14,52,8,3.87,clear sky
212,Ellensburg,US,46.9965,-120.5479,38.93,66,0,11.5,clear sky
213,Westport,US,41.1415,-73.3579,43.92,61,0,6.91,clear sky
214,Les Cayes,HT,18.2,-73.75,74.71,79,55,3.04,broken clouds
215,Prince Rupert,CA,54.3161,-130.3201,41.09,81,100,3.44,overcast clouds
216,Whitehorse,CA,60.7161,-135.0538,13.06,92,24,4.41,few clouds
217,Kungurtug,RU,50.5994,97.5228,27.61,74,63,1.88,broken clouds
218,Saint-Joseph,RE,-21.3667,55.6167,80.98,75,100,4.32,overcast clouds
219,Narsaq,GL,60.9167,-46.05,23.22,70,19,8.66,few clouds
220,Finschhafen,PG,-6.6024,147.8681,85.78,67,85,13.4,overcast clouds
221,Meulaboh,ID,4.1363,96.1285,81.73,74,100,2.35,overcast clouds
222,Namatanai,PG,-3.6667,152.4333,84.36,66,97,6.11,overcast clouds
223,Wamba,NG,8.9333,8.6,72.82,84,74,1.23,broken clouds
224,Port Hedland,AU,-20.3167,118.5667,82.45,94,62,1.14,broken clouds
225,Bethel,US,41.3712,-73.414,42.66,65,0,0.0,clear sky
226,Kavaratti,IN,10.5669,72.642,82.13,69,100,11.48,overcast clouds
227,Greystones,IE,53.1408,-6.0631,47.88,89,50,16.53,scattered clouds
228,Ginda,IN,30.6945,78.4932,59.81,57,58,4.9,broken clouds
229,Kieta,PG,-6.2167,155.6333,85.01,64,86,7.99,overcast clouds
230,Lorengau,PG,-2.0226,147.2712,85.44,61,65,6.26,broken clouds
231,Port-Cartier,CA,50.0334,-66.8654,26.28,94,87,4.79,overcast clouds
232,Raudeberg,NO,61.9875,5.1352,34.47,63,82,34.4,broken clouds
233,Mount Isa,AU,-20.7333,139.5,94.77,28,0,13.8,clear sky
234,Tautira,PF,-17.7333,-149.15,81.27,73,16,9.33,few clouds
235,Mar Del Plata,AR,-38.0023,-57.5575,67.95,94,0,2.3,light rain
236,Bam,IR,29.106,58.357,63.91,33,1,2.71,clear sky
237,Prokuplje,RS,43.2342,21.5881,45.68,77,56,2.75,broken clouds
238,Kerouane,GN,9.2667,-9.0167,75.43,70,75,3.29,broken clouds
239,Ostrovnoy,RU,68.0531,39.5131,13.96,93,100,3.58,overcast clouds
240,Bubaque,GW,11.2833,-15.8333,77.09,61,1,16.69,clear sky
241,Hasaki,JP,35.7333,140.8333,53.22,84,100,20.56,light rain
242,Mitchell,US,43.7094,-98.0298,31.98,89,100,5.75,overcast clouds
243,Prachuap Khiri Khan,TH,12.2167,99.75,95.7,41,1,7.58,clear sky
244,Pangnirtung,CA,66.1451,-65.7125,-4.32,84,97,2.89,overcast clouds
245,Olafsvik,IS,64.8945,-23.7142,28.2,73,72,21.21,broken clouds
246,Tigbao,PH,12.5546,123.3389,86.5,64,68,8.1,broken clouds
247,Saskylakh,RU,71.9167,114.0833,8.47,85,92,11.63,overcast clouds
248,Sobolevo,RU,54.4299,31.8996,49.44,94,100,14.79,light rain
249,Hamilton,US,39.1834,-84.5333,47.03,100,100,11.5,heavy intensity rain
250,Esperance,AU,-33.8667,121.9,70.18,80,96,9.73,overcast clouds
251,Khandyga,RU,62.6667,135.6,12.38,91,100,2.01,light snow
252,Tikrit,IQ,34.6071,43.6782,68.2,46,89,8.72,overcast clouds
253,Kaeo,NZ,-35.1,173.7833,71.33,65,17,9.1,few clouds
254,Tawau,MY,4.2498,117.8871,80.73,67,100,4.97,light rain
255,Palmer,US,42.1584,-72.3287,39.33,76,48,3.74,scattered clouds
256,Bashmakovo,RU,53.2133,43.0342,41.56,93,68,8.03,broken clouds
257,Saint-Paul,RE,-21.0096,55.2707,84.31,87,98,2.17,overcast clouds
258,Qasigiannguit,GL,68.8193,-51.1922,10.65,98,100,4.32,overcast clouds
259,Chunoyar,RU,57.4467,97.3217,31.62,94,100,11.9,light snow
260,Vitim,RU,59.4511,112.5578,29.17,83,78,14.14,broken clouds
261,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.77,99,100,1.5,light rain
262,Port Lincoln,AU,-34.7333,135.8667,68.04,57,76,13.2,broken clouds
263,Rumford,US,44.5537,-70.5509,30.07,96,87,3.42,overcast clouds
264,Inhambane,MZ,-23.865,35.3833,76.17,84,44,10.11,light rain
265,Alihe,CN,50.5667,123.7167,34.54,45,15,4.45,few clouds
266,Gravdal,NO,68.1214,13.5031,26.08,50,87,8.25,overcast clouds
267,La Ronge,CA,55.1001,-105.2842,10.65,67,0,5.75,clear sky
268,Ishigaki,JP,24.3448,124.1572,75.33,83,75,18.41,broken clouds
269,Townsville,AU,-19.25,146.8,85.08,62,0,14.97,clear sky
270,Huancavelica,PE,-12.7667,-74.9833,38.21,97,100,2.28,light rain
271,Norman Wells,CA,65.282,-126.8329,21.24,58,75,4.61,broken clouds
272,Moose Factory,CA,51.2585,-80.6094,28.4,68,0,12.66,clear sky
273,Brae,GB,60.3964,-1.353,39.24,67,98,23.78,overcast clouds
274,Puqi,CN,29.7167,113.8833,52.2,76,100,5.46,overcast clouds
275,Boden,SE,65.8252,21.6886,3.2,92,47,6.11,scattered clouds
276,Baneh,IR,35.9975,45.8853,50.2,63,52,1.7,broken clouds
277,Montepuez,MZ,-13.1256,38.9997,68.34,95,100,7.58,overcast clouds
278,Livadi,GR,40.125,22.1517,37.96,83,1,2.13,clear sky
279,Cururupu,BR,-1.8283,-44.8683,71.06,99,96,0.74,overcast clouds
280,Pevek,RU,69.7008,170.3133,-11.29,92,17,2.77,few clouds
281,Maamba,ZM,-17.3667,27.15,68.67,91,65,4.76,broken clouds
282,Okhotsk,RU,59.3833,143.3,12.4,68,0,13.0,clear sky
283,Biak,ID,-0.9131,122.8766,83.03,74,45,2.89,scattered clouds
284,Port Augusta,AU,-32.5,137.7667,83.19,28,33,8.68,scattered clouds
285,Victoria,HK,22.2855,114.1577,74.25,94,100,15.93,light rain
286,Egvekinot,RU,66.3167,-179.1667,-7.89,93,100,2.17,overcast clouds
287,Anadyr,RU,64.75,177.4833,1.9,84,100,49.21,light snow
288,Baykit,RU,61.67,96.37,31.66,88,100,9.22,overcast clouds
289,Terrace,CA,54.5163,-128.6035,40.91,52,75,10.36,broken clouds
290,Isangel,VU,-19.55,169.2667,77.7,89,93,12.37,overcast clouds
291,Geraldton,AU,-28.7667,114.6,79.21,65,75,11.5,broken clouds
292,Banamba,ML,13.55,-7.45,76.42,15,50,8.14,scattered clouds
293,Namibe,AO,-15.1961,12.1522,74.55,76,97,3.76,overcast clouds
294,Bayir,TR,37.2687,28.2167,39.72,75,0,3.38,clear sky
295,Gien,FR,47.6933,2.6309,45.55,87,93,18.5,overcast clouds
296,Alyangula,AU,-13.8483,136.4192,87.19,60,74,12.24,broken clouds
297,Horta,PT,38.5333,-28.6333,54.01,88,98,4.0,overcast clouds
298,Ponta Do Sol,PT,32.6667,-17.1,63.23,68,15,2.93,few clouds
299,Provideniya,RU,64.3833,-173.3,5.09,89,100,6.17,overcast clouds
300,Abnub,EG,27.2696,31.1511,63.59,43,12,13.02,few clouds
301,Salinopolis,BR,-0.6136,-47.3561,74.77,90,100,3.67,overcast clouds
302,Kikwit,CD,-5.041,18.8162,67.96,97,99,0.6,overcast clouds
303,Multan,PK,30.1956,71.4753,64.29,77,40,6.91,smoke
304,Bernalillo,US,35.05,-106.6673,39.97,70,40,8.05,scattered clouds
305,Aykhal,RU,66.0,111.5,20.79,84,100,18.25,overcast clouds
306,Fortuna,US,40.5982,-124.1573,41.67,91,75,0.0,broken clouds
307,Avera,US,33.194,-82.5271,68.05,67,18,13.65,few clouds
308,Asau,RO,46.4333,26.4,41.92,70,78,5.21,broken clouds
309,Coahuayana,MX,18.7333,-103.6833,70.14,79,100,2.51,overcast clouds
310,Sorrento,IT,40.626,14.3744,55.87,89,100,1.88,overcast clouds
311,Lompoc,US,34.6391,-120.4579,50.14,80,0,20.0,clear sky
312,Tabou,CI,4.423,-7.3528,77.29,89,100,4.88,overcast clouds
313,Poronaysk,RU,49.2167,143.1167,30.7,54,66,13.13,broken clouds
314,Yunyang,CN,33.4474,112.7142,59.32,27,95,2.91,overcast clouds
315,Zlotow,PL,53.3635,17.0408,41.58,96,41,7.63,scattered clouds
316,Kasongo-Lunda,CD,-6.4667,16.8167,67.26,99,81,0.54,broken clouds
317,Abalak,RU,58.1286,68.5944,39.06,90,72,11.63,broken clouds
318,Lavrentiya,RU,65.5833,-171.0,-2.63,92,63,2.53,broken clouds
319,Mahuva,IN,21.0914,71.7622,80.08,40,0,3.71,clear sky
320,Dunedin,NZ,-45.8742,170.5036,56.5,78,90,7.85,overcast clouds
321,Prykolotne,UA,50.1604,37.3474,50.41,75,100,9.93,overcast clouds
322,Talnakh,RU,69.4865,88.3972,4.21,94,97,7.0,overcast clouds
323,Faanui,PF,-16.4833,-151.75,82.92,73,38,10.76,scattered clouds
324,Castro,BR,-24.7911,-50.0119,62.08,97,27,4.09,scattered clouds
325,Mandasa,IN,18.8667,84.4667,88.83,53,7,8.01,clear sky
326,Djougou,BJ,9.7085,1.666,75.83,69,100,7.11,overcast clouds
327,Katangli,RU,51.7102,143.2326,27.72,65,43,17.0,scattered clouds
328,Zyryanka,RU,65.75,150.85,-0.65,71,11,1.99,few clouds
329,Itaituba,BR,-4.2761,-55.9836,73.13,96,97,1.23,overcast clouds
330,Yakeshi,CN,49.2833,120.7333,14.25,82,21,8.14,few clouds
331,Buraydah,SA,26.326,43.975,70.25,25,1,17.83,clear sky
332,Sechura,PE,-5.5569,-80.8222,80.47,72,70,6.58,light rain
333,Lingao,CN,19.9103,109.6859,84.83,58,0,6.04,clear sky
334,Pitimbu,BR,-7.4706,-34.8086,77.59,84,28,2.26,scattered clouds
335,Maxixe,MZ,-23.8597,35.3472,75.42,86,47,8.12,light rain
336,Victoria Point,AU,-27.5833,153.3,84.43,72,43,3.0,scattered clouds
337,Komsomolskiy,UZ,40.4272,71.7189,66.92,34,13,2.3,few clouds
338,Swellendam,ZA,-34.0226,20.4417,63.37,66,23,5.26,few clouds
339,Amapa,BR,1.0,-52.0,71.46,100,100,0.83,light rain
340,Mineiros,BR,-17.5694,-52.5511,69.82,77,88,2.55,overcast clouds
341,Roding,DE,49.1964,12.5186,48.9,87,85,12.84,overcast clouds
342,Port Blair,IN,11.6667,92.75,86.04,66,20,9.22,few clouds
343,Necochea,AR,-38.5473,-58.7368,64.33,79,100,10.42,overcast clouds
344,Marabba,SD,12.35,32.1833,86.18,15,66,4.27,broken clouds
345,Ancud,CL,-41.8697,-73.8203,48.94,90,15,7.87,few clouds
346,Aljezur,PT,37.3191,-8.8033,54.27,91,22,5.73,few clouds
347,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,72.95,94,99,1.48,overcast clouds
348,Naze,JP,28.3667,129.4833,67.12,80,100,10.13,overcast clouds
349,Beloha,MG,-25.1667,45.05,74.68,76,7,16.22,clear sky
350,Kamenka,RU,51.3223,42.7678,47.86,89,100,6.15,overcast clouds
351,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.24,90,1,10.36,clear sky
352,Kirakira,SB,-10.4544,161.9205,83.8,67,84,7.72,broken clouds
